Elementary flow subcategory;Elementary flow name;Elementary flow category;Elementary flow UUID;Per elementary flow unit
lower stratosphere + upper troposphere;SAFROLE;Emission to air;05e0cbca-9ccd-44f0-b7b7-398af56ca6be;kg
high population density;Iron;Emission to air;32cd0492-c0cb-4898-a2b1-675eedc5b688;kg
low population density, long-term;Dimethyl carbonate;Emission to air;e823de32-cccb-458f-96b6-2a46487ffdbf;kg
low population density, long-term;Cerium-141;Emission to air;0ee028c3-80c7-4377-97b1-81f1a732be2c;kBq
high population density;Fluroxypyr;Emission to air;5b6e9307-89b3-4e50-b89e-360763501a5a;kg
unspecified air;Ethane, 1-chloro-1,1-difluoro-, HCFC-142b;Emission to air;ba781ac6-cdf1-4a09-86b5-76b19ed3438b;kg
low population density, long-term;Benzo(a)anthracene;Emission to air;62a48339-fe5f-4b18-81d4-24f2366ae20a;kg
unspecified air;Thallium compounds;Emission to air;82b832f8-f572-4bd2-a806-42f706c22d68;kg
unspecified air;Dithianon;Emission to air;086ff41c-660c-4262-877d-ab5b8ff16dd4;kg
low population density;N-NITROSODIPHENYLAMINE;Emission to air;75298235-89ac-42cc-9dbe-87c4930b1919;kg
low population density;Dimethoxy methane;Emission to air;9e488304-8412-4db7-9e98-f59d13ae38f5;kg
unspecified air;Cymoxanil;Emission to air;63b7e8fd-b660-4f13-8ff6-70fa90a3bd03;kg
low population density;Cyclohexanone;Emission to air;c2ad287c-6114-4a34-807a-b2353844dd3f;kg
unspecified air;Lead;Emission to air;8e123669-94d3-41d8-9480-a79211fe7c43;kg
lower stratosphere + upper troposphere;Zinc compounds;Emission to air;fccdeefe-833c-4aa9-8355-dc58098453e9;kg
high population density;Potassium hydroxide;Emission to air;38d7e9ef-5bea-4233-aa48-760785d060ed;kg
unspecified air;Dimethyl ether;Emission to air;63e7b041-8549-11e0-9d78-0800200c9a66;kg
unspecified air;Nitrogen fluoride;Emission to air;e79e03c3-5b19-45f6-b3f3-bf710c6663d2;kg
unspecified air;Clodinafop-propargyl;Emission to air;429f2c2b-abc8-4d57-a39a-284c97c5ec4e;kg
unspecified air;2,5-Pyridinedicarboxylic Acid Dipropyl Ester;Emission to air;17a26ce6-f695-419d-a732-2c314701743f;kg
low population density;Ethylene glycol monoethyl ether;Emission to air;2d17bb2f-2072-4a7a-a672-9550a97c14f5;kg
high population density;Dimethoxy methane;Emission to air;7ee92cc3-f276-4931-a5ad-ca4d05706417;kg
unspecified air;Wood, dust;Emission to air;8e3bccd7-980a-427e-bd73-4de9af97097c;kg
low population density, long-term;Cumene hydroperoxide;Emission to air;5d9b9ee5-9e03-423d-8658-eb689ead9068;kg
low population density, long-term;Pronamide;Emission to air;ecf2f4c6-c318-4748-802e-480a740568b7;kg
unspecified air;Terpenes;Emission to air;96bec6ea-fd71-48a1-ae8b-87a7b818eb77;kg
low population density;Pyrithiobac sodium salt;Emission to air;f02888f2-3a4b-4798-9583-53ade075c8e9;kg
low population density, long-term;Phthalate, dioctyl-;Emission to air;f4b9a83b-b676-447a-b9a6-36f1e4522d8c;kg
lower stratosphere + upper troposphere;Heptenophos;Emission to air;2b5c93ff-ecae-41fb-b7b9-27dfb3613eef;kg
low population density, long-term;Ether, 1,1,2,3,3,3-Hexafluoropropyl methyl-, HFE-356pcf2;Emission to air;3ad2aaa1-df45-4198-9d2c-236aebe29b45;kg
low population density, long-term;Benzo(ghi)perylene;Emission to air;21360f7b-3c31-415c-90be-cdc6cfc9ccdc;kg
high population density;Neptunium-237;Emission to air;d36067a2-bf88-4726-8a32-ce13d3056103;kBq
high population density;1,4-Benzoquinone;Emission to air;d7b7d52c-ec78-4b62-8c3b-aac5b0ea7ef2;kg
unspecified air;Lanthanum;Emission to air;b6e43995-389d-4353-a5ad-6957ab1ae048;kg
low population density, long-term;Hydrocarbons, aromatic;Emission to air;596712ce-d415-4636-a3cf-acc767b36857;kg
low population density;Prosulfuron;Emission to air;11e953d7-daad-4135-b26e-221a49a11131;kg
unspecified air;Carbon-14;Emission to air;bfc66f26-0b11-4e6e-9e8c-2bfde24dc23c;kBq
lower stratosphere + upper troposphere;Fenpropimorph;Emission to air;867fcc7c-ce8f-4cbc-b806-54b6e84001c4;kg
low population density;Propylamine;Emission to air;3d5a4fbf-e44b-4b0d-885d-534fc6968867;kg
low population density, long-term;1,3-dichlorobenzene;Emission to air;9ef4359a-812c-4e22-8031-edf95454e34f;kg
unspecified air;Ether, 1,1,2,2-Tetrafluoroethyl 2,2,2-trifluoroethyl-, HFE-347mcf2;Emission to air;3bd93b49-00bd-4c3f-ad3e-7e0693cd708b;kg
high population density;Radon-220;Emission to air;98bd0642-19d0-4c76-930e-03136c21cc20;kBq
low population density, long-term;1-Hexene;Emission to air;b5cce6fb-7921-4e0a-975a-0c7df7e9195a;kg
low population density;Ethoprop;Emission to air;63e7d743-8549-11e0-9d78-0800200c9a66;kg
high population density;Antimony;Emission to air;3ea5684a-6d64-4f96-8c09-1d90f997c9d4;kg
unspecified air;Ethane, 1,2-dichloro-;Emission to air;03758df7-503a-400e-bc7b-ec05825761a5;kg
lower stratosphere + upper troposphere;1,1,2,2-Tetrachloroethane;Emission to air;62d56220-0f5b-42d8-871e-e44338317a56;kg
lower stratosphere + upper troposphere;Ethylene diamine;Emission to air;c75bec2e-3599-4279-bae3-f8bef3ad2a29;kg
unspecified air;TETRACHLORVINPHOS;Emission to air;943c377d-5ad8-4274-a68d-1442bca1b610;kg
high population density;Acenaphthene;Emission to air;99c07b66-c039-4896-866d-06abdaa9d46a;kg
low population density, long-term;terbutryn;Emission to air;1c3c5afa-33fb-42ef-a181-4b6702070ec8;kg
unspecified air;Pentanaldehyde;Emission to air;3615a1b2-6781-45a1-9d9c-efe1f1c95188;kg
high population density;Molybdenum;Emission to air;c26d4716-ce1e-43da-a662-cd9498b1e8bc;kg
unspecified air;Beryllium;Emission to air;20557d93-2b1c-49b5-b6c0-3528a8bbc307;kg
high population density;Acetonitrile;Emission to air;56dea244-390c-4f56-8b11-c8de2902816e;kg
high population density;Nickel;Emission to air;e43a270f-4f88-4789-a0b8-7aba56677743;kg
low population density;Tetramethyl ammonium hydroxide;Emission to air;fa334460-698e-4000-a579-468fdf8a96e0;kg
low population density, long-term;Heptane;Emission to air;248223f5-4e00-4b0d-9652-76a9c39ce414;kg
unspecified air;Ether, 1,1,2,2-Tetrafluoroethyl 2,2,2-trifluoroethyl-, HFE-347mcc3;Emission to air;916fc9c0-bd36-466d-91a6-afc7c4887a0e;kg
high population density;hexazinone;Emission to air;24d59513-f122-436d-ab94-e936d3bddbde;kg
unspecified air;Acetic acid;Emission to air;d157416d-db9b-4f88-a7f3-a9a5f1ea88f2;kg
lower stratosphere + upper troposphere;1,2-dinitrobenzene;Emission to air;dd041093-0de0-4bb8-b5b1-22c93dc5778c;kg
low population density;Benzoyl peroxide;Emission to air;de85af8d-1032-4f90-bfdb-667d71f5ed1c;kg
low population density;Ferbam;Emission to air;87c79f70-156f-4ff6-8e7e-f766a2804b6d;kg
unspecified air;Cupferron;Emission to air;da6a4733-b168-43a8-9323-34a1ff64751b;kg
low population density, long-term;Methane, trichlorofluoro-, CFC-11;Emission to air;3feb6415-ae50-4bb7-b9d1-c18d99f8a87f;kg
unspecified air;Pyrazophos;Emission to air;5dc066dc-84e7-4d6e-8522-9a3148d4bf0f;kg
unspecified air;Hydrocarbons, unspecified;Emission to air;63e7d74d-8549-11e0-9d78-0800200c9a66;kg
low population density;DSMA;Emission to air;09f482c5-d1c2-4f2f-9260-3705425a9654;kg
unspecified air;Ethene, trichloro-;Emission to air;3fa03c96-b976-4f0f-8089-220968515ee1;kg
low population density;avermectin B1;Emission to air;04b36b90-acc6-4046-87bc-e762cc406680;kg
low population density;Halosulfuron-methyl;Emission to air;4a0ce906-a2ba-4883-92c7-0f0f1bf0e03d;kg
unspecified air;METHYL ANTHRANILATE;Emission to air;d96a247b-9ba0-4ee1-ae0c-14ba767a746e;kg
high population density;Paraldehyde;Emission to air;09334e03-87eb-4efd-8384-bbb4081dd847;kg
unspecified air;1-Methyl-2-pyrrolidinone;Emission to air;00b8c5b8-8f45-445f-839c-2017fe3ad8b8;kg
low population density, long-term;2,6-Dinitrotoluene;Emission to air;c71fdafe-877e-4188-9789-236206c9360c;kg
low population density, long-term;PAH, polycyclic aromatic hydrocarbons;Emission to air;641ba62d-63a4-451c-bff0-aa5c08965393;kg
unspecified air;Metolachlor;Emission to air;0a83356a-eabe-4fb2-9dfe-b49d5e6ee8ee;kg
unspecified air;1,3-Dimethylcyclohexane;Emission to air;da2cba96-a4bd-4d27-8fb4-f982fab9dcd0;kg
high population density;Butane, perfluoro-;Emission to air;353e689f-8f8c-47f5-9d4a-63afe520e3fe;kg
low population density, long-term;Propanol;Emission to air;ad3e6f24-22b0-4ca4-9f2c-f0f5f180f633;kg
unspecified air;Fenpiclonil;Emission to air;57c154e2-563e-4323-9cd7-534ab585191f;kg
high population density;fonofos;Emission to air;01deea2b-97ee-4a43-8d14-eb317619adcd;kg
low population density;Toluene, 2,4-dinitro-;Emission to air;6dd95d3a-892b-42b6-b6f7-6fe0b79df8f8;kg
low population density, long-term;Trinexapac-ethyl;Emission to air;0a8dbbd8-bb6e-4261-b6d1-11d2dc7b3291;kg
lower stratosphere + upper troposphere;Metam-sodium;Emission to air;f5f4b870-607c-4216-97ce-8628f387818a;kg
unspecified air;Phenanthrene;Emission to air;ddce24d4-f536-4b44-a51a-e3bca0faf0b0;kg
low population density;Ether, difluoromethyl 2,2,2-trifluoroethyl-, HFE-245cb2;Emission to air;def7788b-91c3-4b04-8145-df0e6951a498;kg
high population density;Fenoxaprop ethyl ester;Emission to air;1d9a81ea-f2ad-4818-af3f-dcdd63ea6000;kg
high population density;Lambda-cyhalothrin;Emission to air;d3ed0d6f-4be8-4f5f-8a81-cf36a4cbdfec;kg
high population density;Pymetrozine;Emission to air;6aa95067-eb19-4c32-b770-7f246bfded82;kg
lower stratosphere + upper troposphere;2-NITROPROPANE;Emission to air;22435e70-e3bc-4ac2-8391-75ce5d06dc05;kg
lower stratosphere + upper troposphere;Propane, perfluoro-;Emission to air;403cc46c-7808-4d7e-9b99-d8d31245cec4;kg
low population density;3,3-Dichlorobenzidine;Emission to air;1e5f10f7-e5ad-4cbb-aff3-409b25b89c9d;kg
lower stratosphere + upper troposphere;Antimony-125;Emission to air;b2466957-a3f8-4b31-8b95-3f5e6f99b594;kBq
high population density;Propamocarb HCl;Emission to air;b5bcdb64-c3de-4848-b854-7e8c8682d749;kg
low population density;Bromoxynil octanoate;Emission to air;5f221c84-f237-41ad-adb0-3f8da2f7dd78;kg
low population density;Prometryn;Emission to air;63e7fe66-8549-11e0-9d78-0800200c9a66;kg
low population density;Thorium-228;Emission to air;bae57811-0343-41be-97cf-2c74279dd638;kBq
low population density;Krypton-89;Emission to air;24594cef-c50b-4e02-a5e3-c40cb06fea18;kBq
high population density;1-Propanol, 3,3,3-trifluoro-2,2-bis(trifluoromethyl)-, HFE-7100;Emission to air;4d569934-e8a3-4585-9dc2-557e62bcd0fe;kg
low population density, long-term;Quizalofop ethyl ester;Emission to air;897786ad-bb4a-423b-9f5f-6cb74f43bf0d;kg
lower stratosphere + upper troposphere;Acrylonitrile;Emission to air;7e98f940-9aa1-4bcc-913b-ac21587e782c;kg
low population density, long-term;DSMA;Emission to air;c20f86aa-eddd-4705-80c3-809a60b4b480;kg
high population density;Paraffins;Emission to air;428e384f-5146-4023-9e62-cca1db3ed321;kg
unspecified air;Chlorotoluron;Emission to air;0f69d863-7116-486e-ac89-a790ddc5466f;kg
lower stratosphere + upper troposphere;2-Methyl-1-Butene;Emission to air;97848de5-6f69-4c3c-b45b-8941b4b40fb0;kg
low population density, long-term;2-NITROPROPANE;Emission to air;37d1e2fd-c4e7-4b65-8f30-164974c5fe3a;kg
unspecified air;Clomazone;Emission to air;f22e14a7-e7df-41a1-bd07-9f4895cf71cb;kg
lower stratosphere + upper troposphere;Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin;Emission to air;e385da6d-8c5a-42ff-a8fe-d18943079774;kg
unspecified air;Octane;Emission to air;08a91e70-3ddc-11dd-9734-0050c2490048;kg
high population density;Dichlorprop-P;Emission to air;05a2647a-4719-472c-956e-182547f730c6;kg
low population density;1-Propanol, 3,3,3-trifluoro-2,2-bis(trifluoromethyl)-, HFE-7100;Emission to air;a73783cc-b511-4da9-af0e-d521021ad2f1;kg
unspecified air;Glycol ethers;Emission to air;766ea362-8dfd-4b6a-997b-9ce1af8675c9;kg
low population density, long-term;Ethylene oxide;Emission to air;d800a996-a9ef-488f-900d-28a5b6ede9eb;kg
low population density, long-term;Thidiazuron;Emission to air;1d8d74ea-a0af-4fa6-8d96-1c0b468a0038;kg
high population density;Fipronil;Emission to air;d949a47d-5fdb-40de-9926-731b65dda0a1;kg
low population density;Benzene, hexachloro-;Emission to air;a028cff8-e405-4d44-8322-f46e9e51bcdc;kg
low population density;Bensulfuron methyl ester;Emission to air;73fce2df-70af-4c37-a773-4bba2f7122b8;kg
lower stratosphere + upper troposphere;diquat dibromide;Emission to air;6277f1cf-891a-4f69-8d5e-9910ce06bf05;kg
low population density;Methiocarb;Emission to air;a5258a27-a472-436b-8903-0e9dc8da26e7;kg
unspecified air;2,4,6-trinitrotoluene;Emission to air;dcda94b8-7bcb-47bc-98a1-f345e3b52ced;kg
high population density;Thorium-230;Emission to air;c314e244-baef-48fb-b4f6-ca5e5a0de545;kBq
low population density;Ethylene oxide;Emission to air;43a411aa-8f29-4744-bc56-1deaa8105338;kg
unspecified air;Calcium  hydroxide;Emission to air;5c2957fe-5790-4bbe-a7f1-06be8e6fb89a;kg
low population density, long-term;DNOC;Emission to air;688a6efc-7094-460e-968f-502084565c65;kg
high population density;Zinc, ion;Emission to air;fcc9dc8e-f090-4c15-a2d7-15ca62c17623;kg
low population density;Aniline;Emission to air;857e2a6a-7072-4d9d-8c0b-707fdc2bcbc0;kg
unspecified air;Emamectin benzoate;Emission to air;eed735c1-04f1-4493-8aa3-cae338b9a39e;kg
low population density, long-term;Carbon disulfide;Emission to air;bb6ef77c-b33e-48b2-b24d-1a5724ed5083;kg
low population density;Propane sultone;Emission to air;4611d480-82db-4fa4-9bc9-250aac742563;kg
high population density;Formic acid;Emission to air;2cbe35d9-052c-4fe8-8eb2-08769f10b2c7;kg
unspecified air;Methyl isocyanate;Emission to air;472f0745-aa9c-4d98-b574-6102e5f6005a;kg
high population density;Pyridate;Emission to air;46e22421-7c05-4e13-8818-5768bde9a2ae;kg
lower stratosphere + upper troposphere;Technetium-99;Emission to air;06a2e2b7-0c98-4a77-8cc9-84349e2f3fcf;kBq
lower stratosphere + upper troposphere;o-Phenylenediamine.2HCl;Emission to air;3ee30cb9-a5e8-46a5-909d-b913435f6424;kg
high population density;4-AMINOBIPHENYL;Emission to air;449e04f7-2ce0-410b-9a02-2de8d306efc4;kg
high population density;Methane, trifluoro-, HFC-23;Emission to air;8f87dcf1-0177-4d62-bea0-a5dd8647ef8c;kg
unspecified air;Lead dioxide;Emission to air;fe0acd60-3ddc-11dd-9f5a-0050c2490048;kg
high population density;Sulfur oxides;Emission to air;675d7403-504b-422c-aa11-7dc8e79e4486;kg
low population density, long-term;P-PHENYLENEDIAMINE;Emission to air;fa728d0e-cc1d-4aad-8d51-7cc788da06a3;kg
low population density;Phthalic anhydride;Emission to air;d5a30a9f-e6be-481f-b2ef-47cb08f0cc83;kg
low population density;diquat dibromide;Emission to air;09d54f08-85ff-4f09-865b-4ca4c6bf8635;kg
unspecified air;methacrylic acid;Emission to air;c938c788-170d-4a92-98ff-d19d9d9dbd63;kg
lower stratosphere + upper troposphere;Acrylate, ion;Emission to air;48397a81-6155-4e3d-827c-8a57f8e7e684;kg
low population density, long-term;Uranium;Emission to air;55fb6174-72e0-4a5e-9eb5-8d5780acffd1;kg
low population density;Metiram;Emission to air;bd75923c-b663-4320-9cda-f5511b4859a2;kg
lower stratosphere + upper troposphere;Iodine;Emission to air;4e2078f2-3ac3-46d1-8ee8-a23c8d1909ed;kg
unspecified air;Dibenzofuran, 1,2,3,4,7,8-hexachloro-;Emission to air;bcf6507b-b10b-4d39-b792-19bf95e870ba;kg
low population density, long-term;Prochloraz;Emission to air;551629a2-3847-487a-87de-087e47c4c330;kg
lower stratosphere + upper troposphere;Ethane, 1-chloro-1,1-difluoro-, HCFC-142b;Emission to air;1652c2e3-c6c5-49e1-9ad1-34c188087ca6;kg
high population density;Desmedipham;Emission to air;537b1481-06ea-4c81-a702-af35385f5d53;kg
unspecified air;Diisocyanates;Emission to air;63f3fff6-0459-49fd-808a-6fc86fd63f5c;kg
low population density, long-term;Chlorfenvinphos;Emission to air;447762c9-8f44-43d9-b6b7-9732786e8df0;kg
high population density;Folpet;Emission to air;a0f03c53-7ece-473c-bc91-0e665b9ac4ce;kg
low population density;Tefluthrin;Emission to air;2ee3ff0e-3f90-4ff2-ae51-61f09119d91a;kg
lower stratosphere + upper troposphere;bis(n-octyl) phthalate;Emission to air;9e4e5188-e865-4da9-be16-e417b251a348;kg
unspecified air;Ethylenebisdithiocarbamic acid, salts and esters;Emission to air;efd7cb83-93a9-446f-b41e-edd57ce9ce04;kg
unspecified air;1-Butoxypropanol;Emission to air;29732347-e82f-43dd-b13a-8a42c7f92185;kg
high population density;1-Butoxypropanol;Emission to air;92571e95-7ed0-45da-9eda-98b15799ada4;kg
unspecified air;Arsenic, ion;Emission to air;7cee74fc-6c4b-47c0-b624-2d12d9ea0619;kg
unspecified air;Uranium alpha;Emission to air;e8e0b8c1-ad10-4d32-8167-10dc8c67f59c;kBq
unspecified air;Ammonia;Emission to air;87883a4e-1e3e-4c9d-90c0-f1bea36f8014;kg
unspecified air;Fludioxonil;Emission to air;c0e5bb76-e573-4725-92c1-2ba193075d6e;kg
low population density;Chrysene;Emission to air;621d5583-dca8-4acc-add7-316f8fca9ebc;kg
unspecified air;Light aromatic solvent naphtha, unspecified;Emission to air;a65c255f-66b0-40f4-8695-9c956943f46c;kg
low population density;isoxaben;Emission to air;3f4d348c-99c0-4b15-8b2f-70c524cf5f15;kg
unspecified air;Cresol, o-;Emission to air;27fb6fd6-126b-4df6-9bab-a4eb16951588;kg
low population density;Ethane, 1,1,1-trichloro-, HCFC-140;Emission to air;99585564-bfce-4845-9aaa-2f24b8f26a41;kg
low population density, long-term;Sodium tetrahydroborate;Emission to air;f91cec3b-a79f-41f3-bc74-cdda6f91964f;kg
low population density, long-term;Cyclohexanol;Emission to air;21667021-5f5c-482f-9dc3-31480b0037dd;kg
unspecified air;Copper ammonium complex;Emission to air;3e00e66c-8278-4db0-af13-3fe5338857a1;kg
high population density;Dichlobenil;Emission to air;f7560f6f-7c2c-4282-ad99-eb2c3406b8c7;kg
low population density;Silicon;Emission to air;479daf8f-657e-46a6-bdea-3cb2c61c44b1;kg
unspecified air;Fluometuron;Emission to air;4617e080-85ec-453f-9943-225b2cdf1c38;kg
unspecified air;Cyhalothrin;Emission to air;93998a1d-780c-4815-ad37-e10fe0dc6a04;kg
unspecified air;Diflufenzopyr-sodium;Emission to air;5b3c67c1-7c72-4f41-9de5-dbe06c1deea5;kg
lower stratosphere + upper troposphere;oxadiazon;Emission to air;6355209c-21f0-4e05-8255-8b18d8a96703;kg
lower stratosphere + upper troposphere;Lenacil;Emission to air;b4042cbc-9de2-4190-b5c4-8eee4a2eaf34;kg
high population density;Bromacil;Emission to air;80b15be4-4baa-42ff-a015-f1615cdb772b;kg
low population density;Bis-(chloromethyl)ether;Emission to air;06d728b5-7a99-403e-aaf4-930d8b530351;kg
lower stratosphere + upper troposphere;Xenon-137;Emission to air;88af0a76-5bd7-4e99-a14e-9cf2608abef0;kBq
low population density;Naphthalene;Emission to air;160cc5f4-4d25-43c3-9662-a62221505ec1;kg
unspecified air;Aniline, N,N-dimethyl-;Emission to air;35611eb8-a009-4367-a21b-afadc4d0b79c;kg
unspecified air;M-DINITROBENZENE;Emission to air;0f8ae835-b104-4fd7-9b53-d7c35ad46632;kg
high population density;Chlorfenvinphos;Emission to air;dbe06047-8871-417e-9331-97338f3e4d21;kg
unspecified air;Particulates, < 2.5 um;Emission to air;21e46cb8-6233-4c99-bac3-c41d2ab99498;kg
low population density;Ethane, 1,1,1,2-tetrafluoro-2-bromo-, Halon 2401;Emission to air;d84884d8-87fa-4196-878a-95e06b2c65c2;kg
low population density;Propylene glycol;Emission to air;49d04b62-aa23-43a4-a29c-2ad3b10271c2;kg
lower stratosphere + upper troposphere;Aldicarb;Emission to air;1f502193-2016-4ebc-9f20-ec0f958bb518;kg
low population density;Hydrogen peroxide;Emission to air;922d8e44-3fcc-4663-be51-0892915596a0;kg
unspecified air;Thiobencarb;Emission to air;6fbcdcfd-8ae2-4255-af62-a5ce0c582e36;kg
unspecified air;Sodium dicamba;Emission to air;bd3053dd-efc0-454f-965e-862a652064fb;kg
high population density;Nitrobenzene;Emission to air;1753af55-cfa1-4fb2-a059-33594a759982;kg
lower stratosphere + upper troposphere;Thiabendazole;Emission to air;f3f7dc93-e4ad-4e63-877c-73b5d3ee7dc5;kg
lower stratosphere + upper troposphere;Triclopyr;Emission to air;2b9fb571-8d26-471a-bc72-b0d9582679d5;kg
